project_name,failure_type,target_os,file_path,error_message,status,reason,prompt_path,diff_path,raw_response_path,context_lines
sreeya12/curator,Q4,Windows,curator-framework/src/test/java/org/apache/curator/framework/imps/TestWatchesBuilder.java,[ERROR] org.apache.curator.framework.imps.TestWatchesBuilder.testGuaranteedRemoveWatch  Time elapsed,success,,patches\sreeya12__curator\curator-framework_src_test_java_org_apache_curator_framework_imps_TestWatchesBuilder.java__Windows.prompt,patches\sreeya12__curator\curator-framework_src_test_java_org_apache_curator_framework_imps_TestWatchesBuilder.java__Windows.diff,patches\sreeya12__curator\curator-framework_src_test_java_org_apache_curator_framework_imps_TestWatchesBuilder.java__Windows.response,1-730
